"","ID","sample","donor","timepoint","cytokine","N_mature_nucleus","N_mature_cytoplasm","N_mature_total","N_nascent_Ts_1","N_nascent_Ts_2","N_nascent_total"
"27170","D3C_0H_02_Cell_CP_106_TNF","C","D3","0","TNF",5,11,16,0,0,0
"27172","D3C_0H_02_Cell_CP_107_TNF","C","D3","0","TNF",2,3,5,0,0,0
"27173","D3C_0H_02_Cell_CP_108_IFN","C","D3","0","IFN",0,2,2,0,0,0
"27174","D3C_0H_02_Cell_CP_108_TNF","C","D3","0","TNF",0,3,3,0,0,0
"27176","D3C_0H_02_Cell_CP_109_TNF","C","D3","0","TNF",0,1,1,0,0,0
"27178","D3C_0H_02_Cell_CP_11_TNF","C","D3","0","TNF",0,1,1,0,0,0
"27182","D3C_0H_02_Cell_CP_113_TNF","C","D3","0","TNF",0,2,2,0,0,0
"27183","D3C_0H_02_Cell_CP_114_IFN","C","D3","0","IFN",8,2,10,0,0,0
"27184","D3C_0H_02_Cell_CP_114_TNF","C","D3","0","TNF",2,9,11,0,0,0
"27187","D3C_0H_02_Cell_CP_117_IFN","C","D3","0","IFN",0,2,2,0,0,0
"27188","D3C_0H_02_Cell_CP_117_TNF","C","D3","0","TNF",3,0,3,0,0,0
"27190","D3C_0H_02_Cell_CP_118_TNF","C","D3","0","TNF",0,3,3,0,0,0
"27191","D3C_0H_02_Cell_CP_119_IFN","C","D3","0","IFN",13,31,44,4,0,4
"27192","D3C_0H_02_Cell_CP_119_TNF","C","D3","0","TNF",15,48,63,0,0,0
"27196","D3C_0H_02_Cell_CP_120_TNF","C","D3","0","TNF",0,1,1,0,0,0
"27198","D3C_0H_02_Cell_CP_121_TNF","C","D3","0","TNF",5,2,7,0,0,0
"27199","D3C_0H_02_Cell_CP_123_IFN","C","D3","0","IFN",0,2,2,0,0,0
"27204","D3C_0H_02_Cell_CP_125_TNF","C","D3","0","TNF",1,5,6,0,0,0
"27205","D3C_0H_02_Cell_CP_126_IFN","C","D3","0","IFN",0,1,1,0,0,0
"27208","D3C_0H_02_Cell_CP_127_TNF","C","D3","0","TNF",0,2,2,0,0,0
"27212","D3C_0H_02_Cell_CP_129_TNF","C","D3","0","TNF",0,2,2,0,0,0
"27216","D3C_0H_02_Cell_CP_131_TNF","C","D3","0","TNF",1,2,3,0,0,0
"27226","D3C_0H_02_Cell_CP_138_TNF","C","D3","0","TNF",2,4,6,0,0,0
"27228","D3C_0H_02_Cell_CP_139_TNF","C","D3","0","TNF",1,4,5,4,0,4
"27229","D3C_0H_02_Cell_CP_14_IFN","C","D3","0","IFN",0,1,1,0,0,0
"27234","D3C_0H_02_Cell_CP_141_TNF","C","D3","0","TNF",1,11,12,0,0,0
"27237","D3C_0H_02_Cell_CP_143_IFN","C","D3","0","IFN",7,9,16,6,0,6
"27238","D3C_0H_02_Cell_CP_143_TNF","C","D3","0","TNF",2,8,10,0,0,0
"27241","D3C_0H_02_Cell_CP_145_IFN","C","D3","0","IFN",0,1,1,0,0,0
"27242","D3C_0H_02_Cell_CP_145_TNF","C","D3","0","TNF",1,2,3,0,0,0
"27246","D3C_0H_02_Cell_CP_15_TNF","C","D3","0","TNF",0,1,1,0,0,0
"27248","D3C_0H_02_Cell_CP_16_TNF","C","D3","0","TNF",0,1,1,0,0,0
"27249","D3C_0H_02_Cell_CP_17_IFN","C","D3","0","IFN",0,1,1,0,0,0
"27250","D3C_0H_02_Cell_CP_17_TNF","C","D3","0","TNF",0,8,8,0,0,0
"27253","D3C_0H_02_Cell_CP_20_IFN","C","D3","0","IFN",0,1,1,0,0,0
"27254","D3C_0H_02_Cell_CP_20_TNF","C","D3","0","TNF",1,1,2,0,0,0
"27255","D3C_0H_02_Cell_CP_21_IFN","C","D3","0","IFN",0,1,1,0,0,0
"27260","D3C_0H_02_Cell_CP_23_TNF","C","D3","0","TNF",1,3,4,0,0,0
"27262","D3C_0H_02_Cell_CP_24_TNF","C","D3","0","TNF",0,1,1,0,0,0
"27263","D3C_0H_02_Cell_CP_25_IFN","C","D3","0","IFN",0,4,4,0,0,0
"27264","D3C_0H_02_Cell_CP_25_TNF","C","D3","0","TNF",0,4,4,0,0,0
"27266","D3C_0H_02_Cell_CP_26_TNF","C","D3","0","TNF",0,2,2,0,0,0
"27268","D3C_0H_02_Cell_CP_27_TNF","C","D3","0","TNF",0,2,2,0,0,0
"27270","D3C_0H_02_Cell_CP_29_TNF","C","D3","0","TNF",3,8,11,0,0,0
"27272","D3C_0H_02_Cell_CP_30_TNF","C","D3","0","TNF",3,3,6,0,0,0
"27274","D3C_0H_02_Cell_CP_32_TNF","C","D3","0","TNF",3,4,7,0,0,0
"27275","D3C_0H_02_Cell_CP_33_IFN","C","D3","0","IFN",1,0,1,0,0,0
"27276","D3C_0H_02_Cell_CP_33_TNF","C","D3","0","TNF",5,10,15,0,0,0
"27277","D3C_0H_02_Cell_CP_34_IFN","C","D3","0","IFN",13,17,30,8,8,16
"27278","D3C_0H_02_Cell_CP_34_TNF","C","D3","0","TNF",1,7,8,0,0,0
"27279","D3C_0H_02_Cell_CP_36_IFN","C","D3","0","IFN",0,2,2,0,0,0
"27280","D3C_0H_02_Cell_CP_36_TNF","C","D3","0","TNF",1,1,2,0,0,0
"27282","D3C_0H_02_Cell_CP_37_TNF","C","D3","0","TNF",0,2,2,0,0,0
"27285","D3C_0H_02_Cell_CP_39_IFN","C","D3","0","IFN",0,1,1,0,0,0
"27288","D3C_0H_02_Cell_CP_40_TNF","C","D3","0","TNF",2,2,4,0,0,0
"27290","D3C_0H_02_Cell_CP_41_TNF","C","D3","0","TNF",5,1,6,0,0,0
"27296","D3C_0H_02_Cell_CP_44_TNF","C","D3","0","TNF",0,5,5,0,0,0
"27298","D3C_0H_02_Cell_CP_45_TNF","C","D3","0","TNF",1,6,7,0,0,0
"27300","D3C_0H_02_Cell_CP_46_TNF","C","D3","0","TNF",1,0,1,0,0,0
"27302","D3C_0H_02_Cell_CP_47_TNF","C","D3","0","TNF",3,4,7,0,0,0
"27305","D3C_0H_02_Cell_CP_49_IFN","C","D3","0","IFN",1,0,1,0,0,0
"27308","D3C_0H_02_Cell_CP_50_TNF","C","D3","0","TNF",0,1,1,0,0,0
"27309","D3C_0H_02_Cell_CP_51_IFN","C","D3","0","IFN",0,1,1,0,0,0
"27311","D3C_0H_02_Cell_CP_52_IFN","C","D3","0","IFN",0,4,4,0,0,0
"27312","D3C_0H_02_Cell_CP_52_TNF","C","D3","0","TNF",5,3,8,0,0,0
"27314","D3C_0H_02_Cell_CP_53_TNF","C","D3","0","TNF",6,6,12,0,0,0
"27316","D3C_0H_02_Cell_CP_54_TNF","C","D3","0","TNF",0,1,1,0,0,0
"27322","D3C_0H_02_Cell_CP_58_TNF","C","D3","0","TNF",1,3,4,0,0,0
"27323","D3C_0H_02_Cell_CP_59_IFN","C","D3","0","IFN",0,1,1,0,0,0
"27324","D3C_0H_02_Cell_CP_59_TNF","C","D3","0","TNF",0,2,2,0,0,0
"27325","D3C_0H_02_Cell_CP_60_IFN","C","D3","0","IFN",0,1,1,0,0,0
"27326","D3C_0H_02_Cell_CP_60_TNF","C","D3","0","TNF",4,3,7,0,0,0
"27328","D3C_0H_02_Cell_CP_61_TNF","C","D3","0","TNF",1,0,1,0,0,0
"27329","D3C_0H_02_Cell_CP_62_IFN","C","D3","0","IFN",0,1,1,0,0,0
"27332","D3C_0H_02_Cell_CP_63_TNF","C","D3","0","TNF",1,3,4,0,0,0
"27335","D3C_0H_02_Cell_CP_65_IFN","C","D3","0","IFN",0,2,2,0,0,0
"27336","D3C_0H_02_Cell_CP_65_TNF","C","D3","0","TNF",0,1,1,0,0,0
"27338","D3C_0H_02_Cell_CP_66_TNF","C","D3","0","TNF",1,3,4,0,0,0
"27342","D3C_0H_02_Cell_CP_68_TNF","C","D3","0","TNF",16,41,57,5,6,11
"27344","D3C_0H_02_Cell_CP_69_TNF","C","D3","0","TNF",1,0,1,0,0,0
"27346","D3C_0H_02_Cell_CP_70_TNF","C","D3","0","TNF",15,3,18,0,0,0
"27349","D3C_0H_02_Cell_CP_72_IFN","C","D3","0","IFN",1,0,1,0,0,0
"27350","D3C_0H_02_Cell_CP_72_TNF","C","D3","0","TNF",1,0,1,0,0,0
"27352","D3C_0H_02_Cell_CP_74_TNF","C","D3","0","TNF",8,4,12,0,0,0
"27355","D3C_0H_02_Cell_CP_77_IFN","C","D3","0","IFN",0,1,1,0,0,0
"27356","D3C_0H_02_Cell_CP_77_TNF","C","D3","0","TNF",0,2,2,0,0,0
"27357","D3C_0H_02_Cell_CP_78_IFN","C","D3","0","IFN",0,1,1,0,0,0
"27358","D3C_0H_02_Cell_CP_78_TNF","C","D3","0","TNF",1,0,1,0,0,0
"27360","D3C_0H_02_Cell_CP_79_TNF","C","D3","0","TNF",8,1,9,5,0,5
"27361","D3C_0H_02_Cell_CP_8_IFN","C","D3","0","IFN",0,1,1,0,0,0
"27362","D3C_0H_02_Cell_CP_8_TNF","C","D3","0","TNF",1,5,6,0,0,0
"27364","D3C_0H_02_Cell_CP_80_TNF","C","D3","0","TNF",1,1,2,0,0,0
"27366","D3C_0H_02_Cell_CP_81_TNF","C","D3","0","TNF",0,5,5,0,0,0
"27368","D3C_0H_02_Cell_CP_82_TNF","C","D3","0","TNF",0,2,2,0,0,0
"27371","D3C_0H_02_Cell_CP_84_IFN","C","D3","0","IFN",2,0,2,0,0,0
"27372","D3C_0H_02_Cell_CP_84_TNF","C","D3","0","TNF",1,0,1,0,0,0
"27373","D3C_0H_02_Cell_CP_85_IFN","C","D3","0","IFN",2,3,5,0,0,0
"27374","D3C_0H_02_Cell_CP_85_TNF","C","D3","0","TNF",6,8,14,0,0,0
"27375","D3C_0H_02_Cell_CP_86_IFN","C","D3","0","IFN",0,1,1,0,0,0
"27376","D3C_0H_02_Cell_CP_86_TNF","C","D3","0","TNF",2,3,5,0,0,0
"27377","D3C_0H_02_Cell_CP_87_IFN","C","D3","0","IFN",0,2,2,0,0,0
"27378","D3C_0H_02_Cell_CP_87_TNF","C","D3","0","TNF",0,2,2,0,0,0
"27386","D3C_0H_02_Cell_CP_90_TNF","C","D3","0","TNF",1,3,4,0,0,0
"27390","D3C_0H_02_Cell_CP_92_TNF","C","D3","0","TNF",0,1,1,0,0,0
"27395","D3C_0H_02_Cell_CP_95_IFN","C","D3","0","IFN",0,1,1,0,0,0
"27397","D3C_0H_02_Cell_CP_96_IFN","C","D3","0","IFN",0,0,0,3,0,3
"27398","D3C_0H_02_Cell_CP_96_TNF","C","D3","0","TNF",1,3,4,0,0,0
"27399","D3C_0H_02_Cell_CP_97_IFN","C","D3","0","IFN",0,1,1,0,0,0
"27402","D3C_0H_02_Cell_CP_98_TNF","C","D3","0","TNF",1,2,3,0,0,0
"27408","D3C_0H_03_Cell_CP_101_TNF","C","D3","0","TNF",6,3,9,0,0,0
"27412","D3C_0H_03_Cell_CP_103_TNF","C","D3","0","TNF",1,6,7,0,0,0
"27413","D3C_0H_03_Cell_CP_105_IFN","C","D3","0","IFN",0,1,1,0,0,0
"27414","D3C_0H_03_Cell_CP_105_TNF","C","D3","0","TNF",0,1,1,0,0,0
"27416","D3C_0H_03_Cell_CP_106_TNF","C","D3","0","TNF",0,1,1,0,0,0
"27417","D3C_0H_03_Cell_CP_107_IFN","C","D3","0","IFN",0,3,3,0,0,0
"27418","D3C_0H_03_Cell_CP_107_TNF","C","D3","0","TNF",2,2,4,0,0,0
"27419","D3C_0H_03_Cell_CP_108_IFN","C","D3","0","IFN",8,8,16,0,0,0
"27420","D3C_0H_03_Cell_CP_108_TNF","C","D3","0","TNF",1,7,8,0,0,0
"27421","D3C_0H_03_Cell_CP_109_IFN","C","D3","0","IFN",8,7,15,0,0,0
"27422","D3C_0H_03_Cell_CP_109_TNF","C","D3","0","TNF",3,4,7,0,0,0
"27425","D3C_0H_03_Cell_CP_113_IFN","C","D3","0","IFN",8,13,21,0,0,0
"27428","D3C_0H_03_Cell_CP_114_TNF","C","D3","0","TNF",7,10,17,0,0,0
"27429","D3C_0H_03_Cell_CP_115_IFN","C","D3","0","IFN",0,1,1,0,0,0
"27430","D3C_0H_03_Cell_CP_115_TNF","C","D3","0","TNF",0,4,4,0,0,0
"27434","D3C_0H_03_Cell_CP_117_TNF","C","D3","0","TNF",0,1,1,0,0,0
"27435","D3C_0H_03_Cell_CP_118_IFN","C","D3","0","IFN",0,1,1,0,0,0
"27436","D3C_0H_03_Cell_CP_118_TNF","C","D3","0","TNF",0,1,1,0,0,0
"27437","D3C_0H_03_Cell_CP_119_IFN","C","D3","0","IFN",1,2,3,0,0,0
"27438","D3C_0H_03_Cell_CP_119_TNF","C","D3","0","TNF",3,9,12,0,0,0
"27439","D3C_0H_03_Cell_CP_120_IFN","C","D3","0","IFN",0,0,0,3,0,3
"27440","D3C_0H_03_Cell_CP_120_TNF","C","D3","0","TNF",0,1,1,0,0,0
"27442","D3C_0H_03_Cell_CP_121_TNF","C","D3","0","TNF",2,0,2,0,0,0
"27444","D3C_0H_03_Cell_CP_122_TNF","C","D3","0","TNF",1,0,1,0,0,0
"27446","D3C_0H_03_Cell_CP_123_TNF","C","D3","0","TNF",3,1,4,0,0,0
"27447","D3C_0H_03_Cell_CP_124_IFN","C","D3","0","IFN",0,1,1,0,0,0
"27448","D3C_0H_03_Cell_CP_124_TNF","C","D3","0","TNF",1,4,5,0,0,0
"27449","D3C_0H_03_Cell_CP_126_IFN","C","D3","0","IFN",0,1,1,0,0,0
"27452","D3C_0H_03_Cell_CP_127_TNF","C","D3","0","TNF",0,5,5,0,0,0
"27455","D3C_0H_03_Cell_CP_129_IFN","C","D3","0","IFN",8,10,18,3,0,3
"27456","D3C_0H_03_Cell_CP_129_TNF","C","D3","0","TNF",1,6,7,0,0,0
"27458","D3C_0H_03_Cell_CP_13_TNF","C","D3","0","TNF",0,2,2,0,0,0
"27460","D3C_0H_03_Cell_CP_130_TNF","C","D3","0","TNF",0,1,1,0,0,0
"27461","D3C_0H_03_Cell_CP_131_IFN","C","D3","0","IFN",0,2,2,0,0,0
"27462","D3C_0H_03_Cell_CP_131_TNF","C","D3","0","TNF",4,8,12,0,0,0
"27463","D3C_0H_03_Cell_CP_132_IFN","C","D3","0","IFN",8,11,19,0,0,0
"27464","D3C_0H_03_Cell_CP_132_TNF","C","D3","0","TNF",1,4,5,0,0,0
"27466","D3C_0H_03_Cell_CP_133_TNF","C","D3","0","TNF",0,4,4,0,0,0
"27469","D3C_0H_03_Cell_CP_135_IFN","C","D3","0","IFN",5,5,10,0,0,0
"27470","D3C_0H_03_Cell_CP_135_TNF","C","D3","0","TNF",0,1,1,0,0,0
"27474","D3C_0H_03_Cell_CP_139_TNF","C","D3","0","TNF",2,0,2,0,0,0
"27476","D3C_0H_03_Cell_CP_14_TNF","C","D3","0","TNF",0,2,2,0,0,0
"27482","D3C_0H_03_Cell_CP_16_TNF","C","D3","0","TNF",0,1,1,0,0,0
"27483","D3C_0H_03_Cell_CP_17_IFN","C","D3","0","IFN",1,6,7,0,0,0
"27484","D3C_0H_03_Cell_CP_17_TNF","C","D3","0","TNF",0,7,7,0,0,0
"27486","D3C_0H_03_Cell_CP_18_TNF","C","D3","0","TNF",3,1,4,0,0,0
"27487","D3C_0H_03_Cell_CP_19_IFN","C","D3","0","IFN",0,1,1,0,0,0
"27488","D3C_0H_03_Cell_CP_19_TNF","C","D3","0","TNF",1,7,8,0,0,0
"27494","D3C_0H_03_Cell_CP_22_TNF","C","D3","0","TNF",0,2,2,0,0,0
"27498","D3C_0H_03_Cell_CP_25_TNF","C","D3","0","TNF",0,2,2,0,0,0
"27502","D3C_0H_03_Cell_CP_27_TNF","C","D3","0","TNF",0,3,3,0,0,0
"27503","D3C_0H_03_Cell_CP_28_IFN","C","D3","0","IFN",7,4,11,10,0,10
"27504","D3C_0H_03_Cell_CP_28_TNF","C","D3","0","TNF",0,3,3,0,0,0
"27506","D3C_0H_03_Cell_CP_29_TNF","C","D3","0","TNF",0,2,2,0,0,0
"27512","D3C_0H_03_Cell_CP_33_TNF","C","D3","0","TNF",0,1,1,0,0,0
"27513","D3C_0H_03_Cell_CP_34_IFN","C","D3","0","IFN",0,1,1,0,0,0
"27514","D3C_0H_03_Cell_CP_34_TNF","C","D3","0","TNF",3,9,12,0,0,0
"27516","D3C_0H_03_Cell_CP_35_TNF","C","D3","0","TNF",2,3,5,0,0,0
"27518","D3C_0H_03_Cell_CP_36_TNF","C","D3","0","TNF",0,1,1,0,0,0
"27524","D3C_0H_03_Cell_CP_39_TNF","C","D3","0","TNF",3,3,6,0,0,0
"27526","D3C_0H_03_Cell_CP_40_TNF","C","D3","0","TNF",0,1,1,0,0,0
"27528","D3C_0H_03_Cell_CP_41_TNF","C","D3","0","TNF",0,2,2,0,0,0
"27532","D3C_0H_03_Cell_CP_43_TNF","C","D3","0","TNF",4,2,6,0,0,0
"27534","D3C_0H_03_Cell_CP_44_TNF","C","D3","0","TNF",4,5,9,0,0,0
"27536","D3C_0H_03_Cell_CP_46_TNF","C","D3","0","TNF",0,1,1,0,0,0
"27538","D3C_0H_03_Cell_CP_47_TNF","C","D3","0","TNF",0,1,1,0,0,0
"27541","D3C_0H_03_Cell_CP_49_IFN","C","D3","0","IFN",0,2,2,0,0,0
"27542","D3C_0H_03_Cell_CP_49_TNF","C","D3","0","TNF",0,7,7,0,0,0
"27543","D3C_0H_03_Cell_CP_50_IFN","C","D3","0","IFN",1,0,1,0,0,0
"27544","D3C_0H_03_Cell_CP_50_TNF","C","D3","0","TNF",3,2,5,0,0,0
"27546","D3C_0H_03_Cell_CP_51_TNF","C","D3","0","TNF",0,2,2,0,0,0
"27547","D3C_0H_03_Cell_CP_52_IFN","C","D3","0","IFN",1,0,1,0,0,0
"27548","D3C_0H_03_Cell_CP_52_TNF","C","D3","0","TNF",2,1,3,0,0,0
"27552","D3C_0H_03_Cell_CP_54_TNF","C","D3","0","TNF",1,1,2,0,0,0
"27553","D3C_0H_03_Cell_CP_56_IFN","C","D3","0","IFN",3,3,6,8,0,8
"27554","D3C_0H_03_Cell_CP_56_TNF","C","D3","0","TNF",3,13,16,0,0,0
"27556","D3C_0H_03_Cell_CP_58_TNF","C","D3","0","TNF",3,0,3,0,0,0
"27562","D3C_0H_03_Cell_CP_60_TNF","C","D3","0","TNF",2,0,2,0,0,0
"27566","D3C_0H_03_Cell_CP_62_TNF","C","D3","0","TNF",0,1,1,0,0,0
"27570","D3C_0H_03_Cell_CP_64_TNF","C","D3","0","TNF",2,1,3,0,0,0
"27576","D3C_0H_03_Cell_CP_67_TNF","C","D3","0","TNF",2,11,13,0,0,0
"27577","D3C_0H_03_Cell_CP_69_IFN","C","D3","0","IFN",1,0,1,0,0,0
"27578","D3C_0H_03_Cell_CP_69_TNF","C","D3","0","TNF",0,1,1,0,0,0
"27579","D3C_0H_03_Cell_CP_70_IFN","C","D3","0","IFN",0,1,1,0,0,0
"27580","D3C_0H_03_Cell_CP_70_TNF","C","D3","0","TNF",0,1,1,0,0,0
"27581","D3C_0H_03_Cell_CP_71_IFN","C","D3","0","IFN",0,1,1,0,0,0
"27582","D3C_0H_03_Cell_CP_71_TNF","C","D3","0","TNF",0,2,2,0,0,0
"27584","D3C_0H_03_Cell_CP_72_TNF","C","D3","0","TNF",0,1,1,0,0,0
"27588","D3C_0H_03_Cell_CP_74_TNF","C","D3","0","TNF",6,28,34,0,0,0
"27591","D3C_0H_03_Cell_CP_77_IFN","C","D3","0","IFN",0,1,1,0,0,0
"27596","D3C_0H_03_Cell_CP_79_TNF","C","D3","0","TNF",0,1,1,0,0,0
"27598","D3C_0H_03_Cell_CP_8_TNF","C","D3","0","TNF",0,9,9,0,0,0
"27600","D3C_0H_03_Cell_CP_80_TNF","C","D3","0","TNF",1,1,2,0,0,0
"27603","D3C_0H_03_Cell_CP_83_IFN","C","D3","0","IFN",0,5,5,0,0,0
"27604","D3C_0H_03_Cell_CP_83_TNF","C","D3","0","TNF",0,3,3,0,0,0
"27606","D3C_0H_03_Cell_CP_84_TNF","C","D3","0","TNF",0,1,1,0,0,0
"27609","D3C_0H_03_Cell_CP_86_IFN","C","D3","0","IFN",0,1,1,0,0,0
"27610","D3C_0H_03_Cell_CP_86_TNF","C","D3","0","TNF",3,4,7,0,0,0
"27612","D3C_0H_03_Cell_CP_87_TNF","C","D3","0","TNF",1,0,1,0,0,0
"27618","D3C_0H_03_Cell_CP_90_TNF","C","D3","0","TNF",17,37,54,0,0,0
"27624","D3C_0H_03_Cell_CP_94_TNF","C","D3","0","TNF",7,18,25,0,0,0
"27625","D3C_0H_03_Cell_CP_95_IFN","C","D3","0","IFN",1,0,1,0,0,0
"27626","D3C_0H_03_Cell_CP_95_TNF","C","D3","0","TNF",1,1,2,0,0,0
"27627","D3C_0H_03_Cell_CP_96_IFN","C","D3","0","IFN",4,13,17,0,0,0
"27628","D3C_0H_03_Cell_CP_96_TNF","C","D3","0","TNF",1,2,3,0,0,0
"27629","D3C_0H_03_Cell_CP_97_IFN","C","D3","0","IFN",1,0,1,0,0,0
"27630","D3C_0H_03_Cell_CP_97_TNF","C","D3","0","TNF",1,4,5,0,0,0
"27632","D3C_0H_03_Cell_CP_98_TNF","C","D3","0","TNF",0,1,1,0,0,0
"27636","D3C_0H_04_Cell_CP_10_TNF","C","D3","0","TNF",0,6,6,0,0,0
"27638","D3C_0H_04_Cell_CP_100_TNF","C","D3","0","TNF",0,1,1,0,0,0
"27640","D3C_0H_04_Cell_CP_101_TNF","C","D3","0","TNF",0,1,1,0,0,0
"27642","D3C_0H_04_Cell_CP_102_TNF","C","D3","0","TNF",3,3,6,0,0,0
"27644","D3C_0H_04_Cell_CP_104_TNF","C","D3","0","TNF",5,1,6,0,0,0
"27646","D3C_0H_04_Cell_CP_105_TNF","C","D3","0","TNF",0,4,4,0,0,0
"27648","D3C_0H_04_Cell_CP_106_TNF","C","D3","0","TNF",3,3,6,0,0,0
"27652","D3C_0H_04_Cell_CP_108_TNF","C","D3","0","TNF",1,1,2,0,0,0
"27653","D3C_0H_04_Cell_CP_109_IFN","C","D3","0","IFN",19,27,46,0,0,0
"27654","D3C_0H_04_Cell_CP_109_TNF","C","D3","0","TNF",1,6,7,0,0,0
"27656","D3C_0H_04_Cell_CP_11_TNF","C","D3","0","TNF",6,6,12,0,0,0
"27658","D3C_0H_04_Cell_CP_110_TNF","C","D3","0","TNF",2,4,6,0,0,0
"27661","D3C_0H_04_Cell_CP_112_IFN","C","D3","0","IFN",0,1,1,0,0,0
"27662","D3C_0H_04_Cell_CP_112_TNF","C","D3","0","TNF",1,2,3,0,0,0
"27667","D3C_0H_04_Cell_CP_115_IFN","C","D3","0","IFN",0,1,1,0,0,0
"27668","D3C_0H_04_Cell_CP_115_TNF","C","D3","0","TNF",2,2,4,0,0,0
"27670","D3C_0H_04_Cell_CP_117_TNF","C","D3","0","TNF",11,2,13,0,0,0
"27671","D3C_0H_04_Cell_CP_118_IFN","C","D3","0","IFN",1,9,10,0,0,0
"27672","D3C_0H_04_Cell_CP_118_TNF","C","D3","0","TNF",0,3,3,0,0,0
"27674","D3C_0H_04_Cell_CP_119_TNF","C","D3","0","TNF",4,4,8,0,0,0
"27678","D3C_0H_04_Cell_CP_120_TNF","C","D3","0","TNF",0,1,1,0,0,0
"27680","D3C_0H_04_Cell_CP_121_TNF","C","D3","0","TNF",5,12,17,0,0,0
"27682","D3C_0H_04_Cell_CP_123_TNF","C","D3","0","TNF",1,3,4,0,0,0
"27684","D3C_0H_04_Cell_CP_124_TNF","C","D3","0","TNF",2,2,4,0,0,0
"27686","D3C_0H_04_Cell_CP_125_TNF","C","D3","0","TNF",2,6,8,0,0,0
"27688","D3C_0H_04_Cell_CP_126_TNF","C","D3","0","TNF",0,1,1,0,0,0
"27690","D3C_0H_04_Cell_CP_127_TNF","C","D3","0","TNF",0,1,1,0,0,0
"27694","D3C_0H_04_Cell_CP_129_TNF","C","D3","0","TNF",0,1,1,0,0,0
"27696","D3C_0H_04_Cell_CP_13_TNF","C","D3","0","TNF",1,1,2,0,0,0
"27700","D3C_0H_04_Cell_CP_131_TNF","C","D3","0","TNF",0,1,1,0,0,0
"27701","D3C_0H_04_Cell_CP_132_IFN","C","D3","0","IFN",1,0,1,0,0,0
"27702","D3C_0H_04_Cell_CP_132_TNF","C","D3","0","TNF",4,4,8,0,0,0
"27704","D3C_0H_04_Cell_CP_133_TNF","C","D3","0","TNF",3,1,4,0,0,0
"27705","D3C_0H_04_Cell_CP_134_IFN","C","D3","0","IFN",0,1,1,0,0,0
"27707","D3C_0H_04_Cell_CP_135_IFN","C","D3","0","IFN",0,3,3,0,0,0
"27708","D3C_0H_04_Cell_CP_135_TNF","C","D3","0","TNF",1,1,2,5,0,5
"27713","D3C_0H_04_Cell_CP_138_IFN","C","D3","0","IFN",0,1,1,0,0,0
"27714","D3C_0H_04_Cell_CP_138_TNF","C","D3","0","TNF",1,6,7,0,0,0
"27716","D3C_0H_04_Cell_CP_139_TNF","C","D3","0","TNF",0,1,1,0,0,0
"27718","D3C_0H_04_Cell_CP_140_TNF","C","D3","0","TNF",0,2,2,0,0,0
"27720","D3C_0H_04_Cell_CP_142_TNF","C","D3","0","TNF",3,6,9,0,0,0
"27721","D3C_0H_04_Cell_CP_143_IFN","C","D3","0","IFN",1,0,1,0,0,0
"27723","D3C_0H_04_Cell_CP_144_IFN","C","D3","0","IFN",0,2,2,0,0,0
"27724","D3C_0H_04_Cell_CP_144_TNF","C","D3","0","TNF",1,3,4,4,0,4
"27725","D3C_0H_04_Cell_CP_145_IFN","C","D3","0","IFN",4,2,6,0,0,0
"27726","D3C_0H_04_Cell_CP_145_TNF","C","D3","0","TNF",1,1,2,0,0,0
"27728","D3C_0H_04_Cell_CP_15_TNF","C","D3","0","TNF",1,2,3,0,0,0
"27730","D3C_0H_04_Cell_CP_16_TNF","C","D3","0","TNF",1,6,7,6,0,6
"27732","D3C_0H_04_Cell_CP_17_TNF","C","D3","0","TNF",0,1,1,0,0,0
"27738","D3C_0H_04_Cell_CP_21_TNF","C","D3","0","TNF",1,1,2,0,0,0
"27742","D3C_0H_04_Cell_CP_23_TNF","C","D3","0","TNF",0,1,1,0,0,0
"27743","D3C_0H_04_Cell_CP_24_IFN","C","D3","0","IFN",2,0,2,0,0,0
"27744","D3C_0H_04_Cell_CP_24_TNF","C","D3","0","TNF",1,3,4,0,0,0
"27746","D3C_0H_04_Cell_CP_25_TNF","C","D3","0","TNF",1,0,1,0,0,0
"27748","D3C_0H_04_Cell_CP_26_TNF","C","D3","0","TNF",4,7,11,0,0,0
"27752","D3C_0H_04_Cell_CP_29_TNF","C","D3","0","TNF",0,1,1,0,0,0
"27754","D3C_0H_04_Cell_CP_30_TNF","C","D3","0","TNF",0,1,1,0,0,0
"27760","D3C_0H_04_Cell_CP_33_TNF","C","D3","0","TNF",1,2,3,0,0,0
"27765","D3C_0H_04_Cell_CP_36_IFN","C","D3","0","IFN",1,1,2,0,0,0
"27766","D3C_0H_04_Cell_CP_36_TNF","C","D3","0","TNF",3,10,13,0,0,0
"27768","D3C_0H_04_Cell_CP_37_TNF","C","D3","0","TNF",1,1,2,0,0,0
"27771","D3C_0H_04_Cell_CP_39_IFN","C","D3","0","IFN",0,1,1,0,0,0
"27772","D3C_0H_04_Cell_CP_39_TNF","C","D3","0","TNF",0,1,1,0,0,0
"27773","D3C_0H_04_Cell_CP_40_IFN","C","D3","0","IFN",1,1,2,0,0,0
"27774","D3C_0H_04_Cell_CP_40_TNF","C","D3","0","TNF",4,4,8,6,0,6
"27776","D3C_0H_04_Cell_CP_41_TNF","C","D3","0","TNF",3,2,5,0,0,0
"27777","D3C_0H_04_Cell_CP_42_IFN","C","D3","0","IFN",1,1,2,0,0,0
