"","ID","donor","timepoint","cytokine","N_mature_nucleus","N_mature_cytoplasm","N_mature_total","N_nascent_Ts_1","N_nascent_Ts_2","N_nascent_total"
"2744","D1_2HCD3CD28_05_Cell_CP_68_TNF","D1","2","TNF",17,3,20,3,0,3
"2745","D1_2HCD3CD28_05_Cell_CP_69_IFN","D1","2","IFN",0,1,1,0,0,0
"2753","D1_2HCD3CD28_05_Cell_CP_72_IFN","D1","2","IFN",11,6,17,0,0,0
"2754","D1_2HCD3CD28_05_Cell_CP_72_TNF","D1","2","TNF",3,8,11,0,0,0
"2755","D1_2HCD3CD28_05_Cell_CP_73_IFN","D1","2","IFN",6,5,11,0,0,0
"2756","D1_2HCD3CD28_05_Cell_CP_73_TNF","D1","2","TNF",6,4,10,0,0,0
"2758","D1_2HCD3CD28_05_Cell_CP_75_TNF","D1","2","TNF",0,2,2,0,0,0
"2759","D1_2HCD3CD28_05_Cell_CP_77_IFN","D1","2","IFN",0,2,2,0,0,0
"2761","D1_2HCD3CD28_05_Cell_CP_78_IFN","D1","2","IFN",0,3,3,0,0,0
"2762","D1_2HCD3CD28_05_Cell_CP_78_TNF","D1","2","TNF",0,2,2,0,0,0
"2763","D1_2HCD3CD28_05_Cell_CP_8_IFN","D1","2","IFN",19,11,30,0,0,0
"2764","D1_2HCD3CD28_05_Cell_CP_8_TNF","D1","2","TNF",1,3,4,0,0,0
"2765","D1_2HCD3CD28_05_Cell_CP_80_IFN","D1","2","IFN",10,9,19,0,0,0
"2766","D1_2HCD3CD28_05_Cell_CP_80_TNF","D1","2","TNF",4,3,7,0,0,0
"2767","D1_2HCD3CD28_05_Cell_CP_81_IFN","D1","2","IFN",0,2,2,0,0,0
"2768","D1_2HCD3CD28_05_Cell_CP_81_TNF","D1","2","TNF",1,0,1,0,0,0
"2769","D1_2HCD3CD28_05_Cell_CP_84_IFN","D1","2","IFN",0,2,2,0,0,0
"2770","D1_2HCD3CD28_05_Cell_CP_84_TNF","D1","2","TNF",26,20,46,4,0,4
"2771","D1_2HCD3CD28_05_Cell_CP_85_IFN","D1","2","IFN",0,3,3,0,0,0
"2774","D1_2HCD3CD28_05_Cell_CP_86_TNF","D1","2","TNF",1,1,2,0,0,0
"2776","D1_2HCD3CD28_05_Cell_CP_87_TNF","D1","2","TNF",2,0,2,0,0,0
"2779","D1_2HCD3CD28_05_Cell_CP_9_IFN","D1","2","IFN",1,3,4,0,0,0
"2780","D1_2HCD3CD28_05_Cell_CP_9_TNF","D1","2","TNF",5,3,8,0,0,0
"2781","D1_2HCD3CD28_05_Cell_CP_90_IFN","D1","2","IFN",0,2,2,0,0,0
"2783","D1_2HCD3CD28_05_Cell_CP_91_IFN","D1","2","IFN",1,1,2,0,0,0
"2784","D1_2HCD3CD28_05_Cell_CP_91_TNF","D1","2","TNF",10,5,15,0,0,0
"2785","D1_2HCD3CD28_05_Cell_CP_92_IFN","D1","2","IFN",1,1,2,0,0,0
"2786","D1_2HCD3CD28_05_Cell_CP_92_TNF","D1","2","TNF",1,0,1,0,0,0
"2789","D1_2HCD3CD28_05_Cell_CP_95_IFN","D1","2","IFN",0,3,3,0,0,0
"2791","D1_2HCD3CD28_05_Cell_CP_96_IFN","D1","2","IFN",1,3,4,0,0,0
"2792","D1_2HCD3CD28_05_Cell_CP_96_TNF","D1","2","TNF",2,4,6,0,0,0
"2793","D1_2HCD3CD28_05_Cell_CP_97_IFN","D1","2","IFN",1,0,1,0,0,0
"2795","D1_2HCD3CD28_05_Cell_CP_98_IFN","D1","2","IFN",2,0,2,0,0,0
"2796","D1_2HCD3CD28_05_Cell_CP_98_TNF","D1","2","TNF",1,0,1,0,0,0
"2798","D1_2HCD3CD28_05_Cell_CP_99_TNF","D1","2","TNF",0,1,1,0,0,0
"2799","D1_2HCD3CD28_06_Cell_CP_10_IFN","D1","2","IFN",1,0,1,0,0,0
"2802","D1_2HCD3CD28_06_Cell_CP_100_TNF","D1","2","TNF",1,1,2,0,0,0
"2805","D1_2HCD3CD28_06_Cell_CP_103_IFN","D1","2","IFN",1,4,5,0,0,0
"2806","D1_2HCD3CD28_06_Cell_CP_103_TNF","D1","2","TNF",1,0,1,0,0,0
"2807","D1_2HCD3CD28_06_Cell_CP_104_IFN","D1","2","IFN",0,1,1,0,0,0
"2810","D1_2HCD3CD28_06_Cell_CP_105_TNF","D1","2","TNF",0,1,1,0,0,0
"2811","D1_2HCD3CD28_06_Cell_CP_106_IFN","D1","2","IFN",6,7,13,0,0,0
"2812","D1_2HCD3CD28_06_Cell_CP_106_TNF","D1","2","TNF",4,3,7,0,0,0
"2813","D1_2HCD3CD28_06_Cell_CP_107_IFN","D1","2","IFN",1,0,1,0,0,0
"2814","D1_2HCD3CD28_06_Cell_CP_107_TNF","D1","2","TNF",9,4,13,0,0,0
"2815","D1_2HCD3CD28_06_Cell_CP_108_IFN","D1","2","IFN",0,1,1,0,0,0
"2817","D1_2HCD3CD28_06_Cell_CP_109_IFN","D1","2","IFN",0,1,1,0,0,0
"2818","D1_2HCD3CD28_06_Cell_CP_109_TNF","D1","2","TNF",1,2,3,0,0,0
"2822","D1_2HCD3CD28_06_Cell_CP_111_TNF","D1","2","TNF",3,0,3,0,0,0
"2823","D1_2HCD3CD28_06_Cell_CP_112_IFN","D1","2","IFN",1,0,1,0,0,0
"2824","D1_2HCD3CD28_06_Cell_CP_112_TNF","D1","2","TNF",1,4,5,0,0,0
"2825","D1_2HCD3CD28_06_Cell_CP_113_IFN","D1","2","IFN",1,0,1,0,0,0
"2826","D1_2HCD3CD28_06_Cell_CP_113_TNF","D1","2","TNF",2,1,3,0,0,0
"2827","D1_2HCD3CD28_06_Cell_CP_114_IFN","D1","2","IFN",1,5,6,0,0,0
"2828","D1_2HCD3CD28_06_Cell_CP_114_TNF","D1","2","TNF",6,12,18,0,0,0
"2829","D1_2HCD3CD28_06_Cell_CP_115_IFN","D1","2","IFN",59,13,72,0,0,0
"2830","D1_2HCD3CD28_06_Cell_CP_115_TNF","D1","2","TNF",12,10,22,5,7,12
"2831","D1_2HCD3CD28_06_Cell_CP_116_IFN","D1","2","IFN",1,2,3,0,0,0
"2832","D1_2HCD3CD28_06_Cell_CP_116_TNF","D1","2","TNF",6,3,9,0,0,0
"2833","D1_2HCD3CD28_06_Cell_CP_117_IFN","D1","2","IFN",0,2,2,0,0,0
"2834","D1_2HCD3CD28_06_Cell_CP_117_TNF","D1","2","TNF",0,1,1,0,0,0
"2835","D1_2HCD3CD28_06_Cell_CP_118_IFN","D1","2","IFN",22,13,35,0,0,0
"2836","D1_2HCD3CD28_06_Cell_CP_118_TNF","D1","2","TNF",21,8,29,0,0,0
"2839","D1_2HCD3CD28_06_Cell_CP_12_IFN","D1","2","IFN",32,10,42,0,0,0
"2840","D1_2HCD3CD28_06_Cell_CP_12_TNF","D1","2","TNF",13,4,17,0,0,0
"2841","D1_2HCD3CD28_06_Cell_CP_120_IFN","D1","2","IFN",4,3,7,0,0,0
"2842","D1_2HCD3CD28_06_Cell_CP_120_TNF","D1","2","TNF",3,2,5,0,0,0
"2845","D1_2HCD3CD28_06_Cell_CP_122_IFN","D1","2","IFN",1,3,4,0,0,0
"2846","D1_2HCD3CD28_06_Cell_CP_122_TNF","D1","2","TNF",4,1,5,0,0,0
"2847","D1_2HCD3CD28_06_Cell_CP_123_IFN","D1","2","IFN",1,0,1,0,0,0
"2849","D1_2HCD3CD28_06_Cell_CP_124_IFN","D1","2","IFN",20,22,42,0,0,0
"2850","D1_2HCD3CD28_06_Cell_CP_124_TNF","D1","2","TNF",38,36,74,6,0,6
"2853","D1_2HCD3CD28_06_Cell_CP_126_IFN","D1","2","IFN",0,1,1,0,0,0
"2854","D1_2HCD3CD28_06_Cell_CP_126_TNF","D1","2","TNF",4,2,6,0,0,0
"2856","D1_2HCD3CD28_06_Cell_CP_127_TNF","D1","2","TNF",0,2,2,0,0,0
"2859","D1_2HCD3CD28_06_Cell_CP_13_IFN","D1","2","IFN",54,15,69,0,0,0
"2860","D1_2HCD3CD28_06_Cell_CP_13_TNF","D1","2","TNF",10,6,16,0,0,0
"2861","D1_2HCD3CD28_06_Cell_CP_14_IFN","D1","2","IFN",36,22,58,0,0,0
"2862","D1_2HCD3CD28_06_Cell_CP_14_TNF","D1","2","TNF",5,2,7,0,0,0
"2863","D1_2HCD3CD28_06_Cell_CP_16_IFN","D1","2","IFN",4,3,7,0,0,0
"2864","D1_2HCD3CD28_06_Cell_CP_16_TNF","D1","2","TNF",6,19,25,0,0,0
"2866","D1_2HCD3CD28_06_Cell_CP_17_TNF","D1","2","TNF",0,2,2,0,0,0
"2867","D1_2HCD3CD28_06_Cell_CP_18_IFN","D1","2","IFN",1,16,17,0,0,0
"2868","D1_2HCD3CD28_06_Cell_CP_18_TNF","D1","2","TNF",7,31,38,3,0,3
"2869","D1_2HCD3CD28_06_Cell_CP_19_IFN","D1","2","IFN",14,11,25,0,0,0
"2870","D1_2HCD3CD28_06_Cell_CP_19_TNF","D1","2","TNF",13,9,22,3,0,3
"2871","D1_2HCD3CD28_06_Cell_CP_2_IFN","D1","2","IFN",3,1,4,0,0,0
"2872","D1_2HCD3CD28_06_Cell_CP_2_TNF","D1","2","TNF",7,0,7,0,0,0
"2873","D1_2HCD3CD28_06_Cell_CP_20_IFN","D1","2","IFN",0,1,1,0,0,0
"2874","D1_2HCD3CD28_06_Cell_CP_20_TNF","D1","2","TNF",1,0,1,0,0,0
"2875","D1_2HCD3CD28_06_Cell_CP_21_IFN","D1","2","IFN",0,1,1,0,0,0
"2876","D1_2HCD3CD28_06_Cell_CP_21_TNF","D1","2","TNF",1,1,2,0,0,0
"2877","D1_2HCD3CD28_06_Cell_CP_22_IFN","D1","2","IFN",0,1,1,0,0,0
"2884","D1_2HCD3CD28_06_Cell_CP_25_TNF","D1","2","TNF",21,16,37,5,0,5
"2885","D1_2HCD3CD28_06_Cell_CP_26_IFN","D1","2","IFN",0,1,1,0,0,0
"2888","D1_2HCD3CD28_06_Cell_CP_27_TNF","D1","2","TNF",2,0,2,0,0,0
"2889","D1_2HCD3CD28_06_Cell_CP_28_IFN","D1","2","IFN",55,24,79,0,0,0
"2890","D1_2HCD3CD28_06_Cell_CP_28_TNF","D1","2","TNF",3,0,3,0,0,0
"2891","D1_2HCD3CD28_06_Cell_CP_29_IFN","D1","2","IFN",3,1,4,0,0,0
"2892","D1_2HCD3CD28_06_Cell_CP_29_TNF","D1","2","TNF",7,3,10,3,3,6
"2894","D1_2HCD3CD28_06_Cell_CP_30_TNF","D1","2","TNF",4,7,11,0,0,0
"2896","D1_2HCD3CD28_06_Cell_CP_31_TNF","D1","2","TNF",0,1,1,0,0,0
"2898","D1_2HCD3CD28_06_Cell_CP_32_TNF","D1","2","TNF",0,4,4,0,0,0
"2899","D1_2HCD3CD28_06_Cell_CP_33_IFN","D1","2","IFN",1,0,1,0,0,0
"2901","D1_2HCD3CD28_06_Cell_CP_34_IFN","D1","2","IFN",0,2,2,0,0,0
"2902","D1_2HCD3CD28_06_Cell_CP_34_TNF","D1","2","TNF",0,1,1,0,0,0
"2903","D1_2HCD3CD28_06_Cell_CP_35_IFN","D1","2","IFN",1,0,1,0,0,0
"2904","D1_2HCD3CD28_06_Cell_CP_35_TNF","D1","2","TNF",1,0,1,0,0,0
"2905","D1_2HCD3CD28_06_Cell_CP_36_IFN","D1","2","IFN",9,8,17,0,0,0
"2906","D1_2HCD3CD28_06_Cell_CP_36_TNF","D1","2","TNF",3,1,4,0,0,0
"2908","D1_2HCD3CD28_06_Cell_CP_37_TNF","D1","2","TNF",1,0,1,0,0,0
"2910","D1_2HCD3CD28_06_Cell_CP_38_TNF","D1","2","TNF",1,0,1,3,0,3
"2911","D1_2HCD3CD28_06_Cell_CP_39_IFN","D1","2","IFN",0,1,1,0,0,0
"2912","D1_2HCD3CD28_06_Cell_CP_39_TNF","D1","2","TNF",0,1,1,0,0,0
"2913","D1_2HCD3CD28_06_Cell_CP_41_IFN","D1","2","IFN",30,11,41,0,0,0
"2914","D1_2HCD3CD28_06_Cell_CP_41_TNF","D1","2","TNF",9,2,11,0,0,0
"2915","D1_2HCD3CD28_06_Cell_CP_43_IFN","D1","2","IFN",13,3,16,0,0,0
"2916","D1_2HCD3CD28_06_Cell_CP_43_TNF","D1","2","TNF",2,0,2,0,0,0
"2917","D1_2HCD3CD28_06_Cell_CP_44_IFN","D1","2","IFN",1,0,1,0,0,0
"2919","D1_2HCD3CD28_06_Cell_CP_45_IFN","D1","2","IFN",2,0,2,0,0,0
"2920","D1_2HCD3CD28_06_Cell_CP_45_TNF","D1","2","TNF",0,1,1,0,0,0
"2921","D1_2HCD3CD28_06_Cell_CP_46_IFN","D1","2","IFN",24,13,37,0,0,0
"2923","D1_2HCD3CD28_06_Cell_CP_47_IFN","D1","2","IFN",6,3,9,0,0,0
"2924","D1_2HCD3CD28_06_Cell_CP_47_TNF","D1","2","TNF",7,3,10,0,0,0
"2925","D1_2HCD3CD28_06_Cell_CP_48_IFN","D1","2","IFN",3,0,3,0,0,0
"2926","D1_2HCD3CD28_06_Cell_CP_48_TNF","D1","2","TNF",15,15,30,6,4,10
"2927","D1_2HCD3CD28_06_Cell_CP_49_IFN","D1","2","IFN",3,0,3,0,0,0
"2928","D1_2HCD3CD28_06_Cell_CP_49_TNF","D1","2","TNF",5,0,5,0,0,0
"2929","D1_2HCD3CD28_06_Cell_CP_5_IFN","D1","2","IFN",6,10,16,0,0,0
"2930","D1_2HCD3CD28_06_Cell_CP_5_TNF","D1","2","TNF",9,4,13,0,0,0
"2931","D1_2HCD3CD28_06_Cell_CP_50_IFN","D1","2","IFN",6,2,8,0,0,0
"2932","D1_2HCD3CD28_06_Cell_CP_50_TNF","D1","2","TNF",13,6,19,3,0,3
"2933","D1_2HCD3CD28_06_Cell_CP_52_IFN","D1","2","IFN",8,2,10,0,0,0
"2934","D1_2HCD3CD28_06_Cell_CP_52_TNF","D1","2","TNF",7,1,8,0,0,0
"2935","D1_2HCD3CD28_06_Cell_CP_53_IFN","D1","2","IFN",2,2,4,0,0,0
"2936","D1_2HCD3CD28_06_Cell_CP_53_TNF","D1","2","TNF",4,0,4,0,0,0
"2937","D1_2HCD3CD28_06_Cell_CP_54_IFN","D1","2","IFN",0,1,1,0,0,0
"2938","D1_2HCD3CD28_06_Cell_CP_54_TNF","D1","2","TNF",2,0,2,0,0,0
"2939","D1_2HCD3CD28_06_Cell_CP_56_IFN","D1","2","IFN",1,1,2,0,0,0
"2940","D1_2HCD3CD28_06_Cell_CP_56_TNF","D1","2","TNF",1,1,2,0,0,0
"2941","D1_2HCD3CD28_06_Cell_CP_57_IFN","D1","2","IFN",4,4,8,0,0,0
"2942","D1_2HCD3CD28_06_Cell_CP_57_TNF","D1","2","TNF",3,1,4,0,0,0
"2943","D1_2HCD3CD28_06_Cell_CP_58_IFN","D1","2","IFN",4,0,4,0,0,0
"2944","D1_2HCD3CD28_06_Cell_CP_58_TNF","D1","2","TNF",7,8,15,0,0,0
"2945","D1_2HCD3CD28_06_Cell_CP_59_IFN","D1","2","IFN",0,1,1,0,0,0
"2946","D1_2HCD3CD28_06_Cell_CP_59_TNF","D1","2","TNF",1,1,2,0,0,0
"2949","D1_2HCD3CD28_06_Cell_CP_60_IFN","D1","2","IFN",1,0,1,0,0,0
"2950","D1_2HCD3CD28_06_Cell_CP_60_TNF","D1","2","TNF",0,1,1,0,0,0
"2951","D1_2HCD3CD28_06_Cell_CP_61_IFN","D1","2","IFN",0,1,1,0,0,0
"2952","D1_2HCD3CD28_06_Cell_CP_61_TNF","D1","2","TNF",2,1,3,0,0,0
"2953","D1_2HCD3CD28_06_Cell_CP_63_IFN","D1","2","IFN",0,1,1,0,0,0
"2954","D1_2HCD3CD28_06_Cell_CP_63_TNF","D1","2","TNF",1,0,1,0,0,0
"2955","D1_2HCD3CD28_06_Cell_CP_64_IFN","D1","2","IFN",12,4,16,0,0,0
"2957","D1_2HCD3CD28_06_Cell_CP_65_IFN","D1","2","IFN",0,2,2,0,0,0
"2958","D1_2HCD3CD28_06_Cell_CP_65_TNF","D1","2","TNF",1,3,4,0,0,0
"2959","D1_2HCD3CD28_06_Cell_CP_67_IFN","D1","2","IFN",3,0,3,0,0,0
"2960","D1_2HCD3CD28_06_Cell_CP_67_TNF","D1","2","TNF",1,2,3,0,0,0
"2962","D1_2HCD3CD28_06_Cell_CP_68_TNF","D1","2","TNF",5,1,6,3,3,6
"2963","D1_2HCD3CD28_06_Cell_CP_69_IFN","D1","2","IFN",23,11,34,0,0,0
"2964","D1_2HCD3CD28_06_Cell_CP_69_TNF","D1","2","TNF",1,1,2,0,0,0
"2965","D1_2HCD3CD28_06_Cell_CP_70_IFN","D1","2","IFN",0,1,1,0,0,0
"2966","D1_2HCD3CD28_06_Cell_CP_70_TNF","D1","2","TNF",1,0,1,0,0,0
"2967","D1_2HCD3CD28_06_Cell_CP_71_IFN","D1","2","IFN",11,7,18,0,0,0
"2970","D1_2HCD3CD28_06_Cell_CP_72_TNF","D1","2","TNF",0,1,1,0,0,0
"2971","D1_2HCD3CD28_06_Cell_CP_73_IFN","D1","2","IFN",1,1,2,0,0,0
"2972","D1_2HCD3CD28_06_Cell_CP_73_TNF","D1","2","TNF",0,1,1,0,0,0
"2975","D1_2HCD3CD28_06_Cell_CP_75_IFN","D1","2","IFN",1,0,1,0,0,0
"2976","D1_2HCD3CD28_06_Cell_CP_75_TNF","D1","2","TNF",10,0,10,0,0,0
"2977","D1_2HCD3CD28_06_Cell_CP_77_IFN","D1","2","IFN",1,0,1,0,0,0
"2978","D1_2HCD3CD28_06_Cell_CP_77_TNF","D1","2","TNF",1,0,1,0,0,0
"2980","D1_2HCD3CD28_06_Cell_CP_78_TNF","D1","2","TNF",3,3,6,0,0,0
"2981","D1_2HCD3CD28_06_Cell_CP_79_IFN","D1","2","IFN",0,1,1,0,0,0
"2985","D1_2HCD3CD28_06_Cell_CP_80_IFN","D1","2","IFN",4,1,5,0,0,0
"2986","D1_2HCD3CD28_06_Cell_CP_80_TNF","D1","2","TNF",22,13,35,4,0,4
"2987","D1_2HCD3CD28_06_Cell_CP_81_IFN","D1","2","IFN",2,1,3,0,0,0
"2990","D1_2HCD3CD28_06_Cell_CP_82_TNF","D1","2","TNF",0,1,1,0,0,0
"2993","D1_2HCD3CD28_06_Cell_CP_84_IFN","D1","2","IFN",1,1,2,0,0,0
"2994","D1_2HCD3CD28_06_Cell_CP_84_TNF","D1","2","TNF",4,11,15,7,0,7
"2995","D1_2HCD3CD28_06_Cell_CP_85_IFN","D1","2","IFN",0,2,2,0,0,0
"2996","D1_2HCD3CD28_06_Cell_CP_85_TNF","D1","2","TNF",1,1,2,0,0,0
"2997","D1_2HCD3CD28_06_Cell_CP_86_IFN","D1","2","IFN",8,4,12,0,0,0
"2998","D1_2HCD3CD28_06_Cell_CP_86_TNF","D1","2","TNF",3,3,6,0,0,0
"3000","D1_2HCD3CD28_06_Cell_CP_87_TNF","D1","2","TNF",3,0,3,0,0,0
"3001","D1_2HCD3CD28_06_Cell_CP_88_IFN","D1","2","IFN",0,1,1,0,0,0
"3007","D1_2HCD3CD28_06_Cell_CP_90_IFN","D1","2","IFN",2,2,4,0,0,0
"3008","D1_2HCD3CD28_06_Cell_CP_90_TNF","D1","2","TNF",2,3,5,0,0,0
"3011","D1_2HCD3CD28_06_Cell_CP_93_IFN","D1","2","IFN",1,0,1,0,0,0
"3013","D1_2HCD3CD28_06_Cell_CP_94_IFN","D1","2","IFN",21,17,38,0,0,0
"3014","D1_2HCD3CD28_06_Cell_CP_94_TNF","D1","2","TNF",5,4,9,0,0,0
"3015","D1_2HCD3CD28_06_Cell_CP_95_IFN","D1","2","IFN",3,5,8,0,0,0
"3017","D1_2HCD3CD28_06_Cell_CP_96_IFN","D1","2","IFN",0,1,1,0,0,0
"3018","D1_2HCD3CD28_06_Cell_CP_96_TNF","D1","2","TNF",7,3,10,0,0,0
"3019","D1_2HCD3CD28_06_Cell_CP_98_IFN","D1","2","IFN",0,2,2,0,0,0
"3021","D1_2HCD3CD28_06_Cell_CP_99_IFN","D1","2","IFN",0,1,1,0,0,0
"3022","D1_2HCD3CD28_06_Cell_CP_99_TNF","D1","2","TNF",1,0,1,0,0,0
"3023","D1_2HCD3CD28_07_Cell_CP_100_IFN","D1","2","IFN",28,20,48,0,0,0
"3024","D1_2HCD3CD28_07_Cell_CP_100_TNF","D1","2","TNF",21,13,34,0,0,0
"3026","D1_2HCD3CD28_07_Cell_CP_101_TNF","D1","2","TNF",0,1,1,0,0,0
"3027","D1_2HCD3CD28_07_Cell_CP_102_IFN","D1","2","IFN",1,0,1,0,0,0
"3028","D1_2HCD3CD28_07_Cell_CP_102_TNF","D1","2","TNF",14,1,15,0,0,0
"3029","D1_2HCD3CD28_07_Cell_CP_103_IFN","D1","2","IFN",7,1,8,0,0,0
"3030","D1_2HCD3CD28_07_Cell_CP_103_TNF","D1","2","TNF",3,0,3,0,0,0
"3031","D1_2HCD3CD28_07_Cell_CP_104_IFN","D1","2","IFN",11,5,16,0,0,0
"3032","D1_2HCD3CD28_07_Cell_CP_104_TNF","D1","2","TNF",19,9,28,0,0,0
"3034","D1_2HCD3CD28_07_Cell_CP_105_TNF","D1","2","TNF",9,4,13,0,0,0
"3035","D1_2HCD3CD28_07_Cell_CP_106_IFN","D1","2","IFN",8,7,15,0,0,0
"3036","D1_2HCD3CD28_07_Cell_CP_106_TNF","D1","2","TNF",9,2,11,0,0,0
"3037","D1_2HCD3CD28_07_Cell_CP_108_IFN","D1","2","IFN",3,5,8,0,0,0
"3038","D1_2HCD3CD28_07_Cell_CP_108_TNF","D1","2","TNF",4,1,5,0,0,0
"3039","D1_2HCD3CD28_07_Cell_CP_109_IFN","D1","2","IFN",0,2,2,0,0,0
"3041","D1_2HCD3CD28_07_Cell_CP_11_IFN","D1","2","IFN",0,3,3,0,0,0
"3042","D1_2HCD3CD28_07_Cell_CP_11_TNF","D1","2","TNF",1,0,1,0,0,0
"3043","D1_2HCD3CD28_07_Cell_CP_110_IFN","D1","2","IFN",0,3,3,0,0,0
"3045","D1_2HCD3CD28_07_Cell_CP_111_IFN","D1","2","IFN",1,0,1,0,0,0
"3048","D1_2HCD3CD28_07_Cell_CP_112_TNF","D1","2","TNF",1,0,1,0,0,0
"3049","D1_2HCD3CD28_07_Cell_CP_113_IFN","D1","2","IFN",0,4,4,0,0,0
"3050","D1_2HCD3CD28_07_Cell_CP_113_TNF","D1","2","TNF",0,3,3,0,0,0
"3051","D1_2HCD3CD28_07_Cell_CP_114_IFN","D1","2","IFN",2,1,3,0,0,0
"3053","D1_2HCD3CD28_07_Cell_CP_115_IFN","D1","2","IFN",0,1,1,0,0,0
"3055","D1_2HCD3CD28_07_Cell_CP_116_IFN","D1","2","IFN",0,1,1,0,0,0
"3057","D1_2HCD3CD28_07_Cell_CP_117_IFN","D1","2","IFN",23,21,44,0,0,0
"3058","D1_2HCD3CD28_07_Cell_CP_117_TNF","D1","2","TNF",10,3,13,0,0,0
"3059","D1_2HCD3CD28_07_Cell_CP_118_IFN","D1","2","IFN",0,1,1,0,0,0
"3060","D1_2HCD3CD28_07_Cell_CP_118_TNF","D1","2","TNF",2,0,2,0,0,0
"3061","D1_2HCD3CD28_07_Cell_CP_119_IFN","D1","2","IFN",77,6,83,0,0,0
"3062","D1_2HCD3CD28_07_Cell_CP_119_TNF","D1","2","TNF",29,2,31,0,0,0
"3063","D1_2HCD3CD28_07_Cell_CP_12_IFN","D1","2","IFN",2,1,3,0,0,0
"3067","D1_2HCD3CD28_07_Cell_CP_121_IFN","D1","2","IFN",0,1,1,0,0,0
"3068","D1_2HCD3CD28_07_Cell_CP_121_TNF","D1","2","TNF",1,0,1,0,0,0
"3069","D1_2HCD3CD28_07_Cell_CP_123_IFN","D1","2","IFN",7,0,7,0,0,0
"3070","D1_2HCD3CD28_07_Cell_CP_123_TNF","D1","2","TNF",2,1,3,0,0,0
"3072","D1_2HCD3CD28_07_Cell_CP_124_TNF","D1","2","TNF",27,8,35,6,5,11
"3073","D1_2HCD3CD28_07_Cell_CP_125_IFN","D1","2","IFN",11,4,15,0,0,0
"3074","D1_2HCD3CD28_07_Cell_CP_125_TNF","D1","2","TNF",9,5,14,0,0,0
"3075","D1_2HCD3CD28_07_Cell_CP_126_IFN","D1","2","IFN",0,1,1,0,0,0
"3076","D1_2HCD3CD28_07_Cell_CP_126_TNF","D1","2","TNF",1,0,1,0,0,0
"3077","D1_2HCD3CD28_07_Cell_CP_127_IFN","D1","2","IFN",1,1,2,0,0,0
"3078","D1_2HCD3CD28_07_Cell_CP_127_TNF","D1","2","TNF",0,1,1,0,0,0
"3079","D1_2HCD3CD28_07_Cell_CP_128_IFN","D1","2","IFN",6,2,8,0,0,0
"3080","D1_2HCD3CD28_07_Cell_CP_128_TNF","D1","2","TNF",4,1,5,0,0,0
"3081","D1_2HCD3CD28_07_Cell_CP_129_IFN","D1","2","IFN",2,2,4,0,0,0
"3082","D1_2HCD3CD28_07_Cell_CP_129_TNF","D1","2","TNF",5,6,11,0,0,0
"3083","D1_2HCD3CD28_07_Cell_CP_13_IFN","D1","2","IFN",6,5,11,0,0,0
"3084","D1_2HCD3CD28_07_Cell_CP_13_TNF","D1","2","TNF",2,0,2,0,0,0
"3087","D1_2HCD3CD28_07_Cell_CP_131_IFN","D1","2","IFN",1,2,3,0,0,0
"3088","D1_2HCD3CD28_07_Cell_CP_131_TNF","D1","2","TNF",1,0,1,0,0,0
"3089","D1_2HCD3CD28_07_Cell_CP_132_IFN","D1","2","IFN",0,1,1,0,0,0
"3090","D1_2HCD3CD28_07_Cell_CP_132_TNF","D1","2","TNF",1,0,1,0,0,0
"3091","D1_2HCD3CD28_07_Cell_CP_134_IFN","D1","2","IFN",1,0,1,0,0,0
"3092","D1_2HCD3CD28_07_Cell_CP_134_TNF","D1","2","TNF",0,1,1,0,0,0
"3093","D1_2HCD3CD28_07_Cell_CP_135_IFN","D1","2","IFN",1,1,2,0,0,0
"3094","D1_2HCD3CD28_07_Cell_CP_135_TNF","D1","2","TNF",9,5,14,0,0,0
"3095","D1_2HCD3CD28_07_Cell_CP_136_IFN","D1","2","IFN",1,0,1,0,0,0
"3096","D1_2HCD3CD28_07_Cell_CP_136_TNF","D1","2","TNF",1,0,1,0,0,0
"3098","D1_2HCD3CD28_07_Cell_CP_137_TNF","D1","2","TNF",3,1,4,0,0,0
"3101","D1_2HCD3CD28_07_Cell_CP_139_IFN","D1","2","IFN",4,4,8,0,0,0
"3102","D1_2HCD3CD28_07_Cell_CP_139_TNF","D1","2","TNF",3,1,4,0,0,0
"3103","D1_2HCD3CD28_07_Cell_CP_14_IFN","D1","2","IFN",6,4,10,0,0,0
"3104","D1_2HCD3CD28_07_Cell_CP_14_TNF","D1","2","TNF",11,4,15,0,0,0
"3105","D1_2HCD3CD28_07_Cell_CP_140_IFN","D1","2","IFN",4,2,6,0,0,0
"3106","D1_2HCD3CD28_07_Cell_CP_140_TNF","D1","2","TNF",6,3,9,7,4,11
"3108","D1_2HCD3CD28_07_Cell_CP_141_TNF","D1","2","TNF",2,1,3,0,0,0
"3109","D1_2HCD3CD28_07_Cell_CP_142_IFN","D1","2","IFN",12,1,13,0,0,0
"3110","D1_2HCD3CD28_07_Cell_CP_142_TNF","D1","2","TNF",10,12,22,0,0,0
"3111","D1_2HCD3CD28_07_Cell_CP_144_IFN","D1","2","IFN",3,1,4,0,0,0
"3112","D1_2HCD3CD28_07_Cell_CP_144_TNF","D1","2","TNF",0,1,1,0,0,0
"3113","D1_2HCD3CD28_07_Cell_CP_146_IFN","D1","2","IFN",0,2,2,0,0,0
