"","ID","N_nascent_Ts_1","N_nascent_Ts_2"
"4930","D2_3HCD3CD28_04_Cell_CP_39_TNF",NA,NA
"4931","D2_3HCD3CD28_04_Cell_CP_4_TNF",NA,NA
"4932","D2_3HCD3CD28_04_Cell_CP_40_TNF",NA,NA
"4933","D2_3HCD3CD28_04_Cell_CP_41_TNF",NA,NA
"4934","D2_3HCD3CD28_04_Cell_CP_42_TNF",NA,NA
"4935","D2_3HCD3CD28_04_Cell_CP_43_TNF",NA,NA
"4936","D2_3HCD3CD28_04_Cell_CP_45_TNF",3,NA
"4937","D2_3HCD3CD28_04_Cell_CP_46_TNF",NA,NA
"4938","D2_3HCD3CD28_04_Cell_CP_47_TNF",NA,NA
"4939","D2_3HCD3CD28_04_Cell_CP_48_TNF",NA,NA
"4940","D2_3HCD3CD28_04_Cell_CP_49_TNF",NA,NA
"4941","D2_3HCD3CD28_04_Cell_CP_5_TNF",NA,NA
"4942","D2_3HCD3CD28_04_Cell_CP_50_TNF",NA,NA
"4943","D2_3HCD3CD28_04_Cell_CP_51_TNF",NA,NA
"4944","D2_3HCD3CD28_04_Cell_CP_52_TNF",NA,NA
"4945","D2_3HCD3CD28_04_Cell_CP_53_TNF",NA,NA
"4946","D2_3HCD3CD28_04_Cell_CP_55_TNF",NA,NA
"4947","D2_3HCD3CD28_04_Cell_CP_56_TNF",NA,NA
"4948","D2_3HCD3CD28_04_Cell_CP_57_TNF",NA,NA
"4949","D2_3HCD3CD28_04_Cell_CP_59_TNF",NA,NA
"4950","D2_3HCD3CD28_04_Cell_CP_6_TNF",NA,NA
"4951","D2_3HCD3CD28_04_Cell_CP_60_TNF",NA,NA
"4952","D2_3HCD3CD28_04_Cell_CP_61_TNF",NA,NA
"4953","D2_3HCD3CD28_04_Cell_CP_62_TNF",NA,NA
"4954","D2_3HCD3CD28_04_Cell_CP_63_TNF",NA,NA
"4955","D2_3HCD3CD28_04_Cell_CP_64_TNF",NA,NA
"4956","D2_3HCD3CD28_04_Cell_CP_66_TNF",NA,NA
"4957","D2_3HCD3CD28_04_Cell_CP_67_TNF",NA,NA
"4958","D2_3HCD3CD28_04_Cell_CP_68_TNF",NA,NA
"4959","D2_3HCD3CD28_04_Cell_CP_69_TNF",NA,NA
"4960","D2_3HCD3CD28_04_Cell_CP_7_TNF",NA,NA
"4961","D2_3HCD3CD28_04_Cell_CP_70_TNF",NA,NA
"4962","D2_3HCD3CD28_04_Cell_CP_71_TNF",NA,NA
"4963","D2_3HCD3CD28_04_Cell_CP_72_TNF",NA,NA
"4964","D2_3HCD3CD28_04_Cell_CP_73_TNF",NA,NA
"4965","D2_3HCD3CD28_04_Cell_CP_74_TNF",NA,NA
"4966","D2_3HCD3CD28_04_Cell_CP_75_TNF",NA,NA
"4967","D2_3HCD3CD28_04_Cell_CP_76_TNF",NA,NA
"4968","D2_3HCD3CD28_04_Cell_CP_8_TNF",NA,NA
"4969","D2_3HCD3CD28_04_Cell_CP_9_TNF",NA,NA
"4970","D2_3HCD3CD28_05_Cell_CP_10_TNF",NA,NA
"4971","D2_3HCD3CD28_05_Cell_CP_100_TNF",3,NA
"4972","D2_3HCD3CD28_05_Cell_CP_101_TNF",3,4
"4973","D2_3HCD3CD28_05_Cell_CP_102_TNF",NA,NA
"4974","D2_3HCD3CD28_05_Cell_CP_103_TNF",NA,NA
"4975","D2_3HCD3CD28_05_Cell_CP_104_TNF",NA,NA
"4976","D2_3HCD3CD28_05_Cell_CP_105_TNF",NA,NA
"4977","D2_3HCD3CD28_05_Cell_CP_106_TNF",NA,NA
"4978","D2_3HCD3CD28_05_Cell_CP_107_TNF",NA,NA
"4979","D2_3HCD3CD28_05_Cell_CP_11_TNF",NA,NA
"4980","D2_3HCD3CD28_05_Cell_CP_12_TNF",NA,NA
"4981","D2_3HCD3CD28_05_Cell_CP_14_TNF",NA,NA
"4982","D2_3HCD3CD28_05_Cell_CP_15_TNF",NA,NA
"4983","D2_3HCD3CD28_05_Cell_CP_16_TNF",NA,NA
"4984","D2_3HCD3CD28_05_Cell_CP_17_TNF",NA,NA
"4985","D2_3HCD3CD28_05_Cell_CP_18_TNF",NA,NA
"4986","D2_3HCD3CD28_05_Cell_CP_19_TNF",NA,NA
"4987","D2_3HCD3CD28_05_Cell_CP_2_TNF",NA,NA
"4988","D2_3HCD3CD28_05_Cell_CP_20_TNF",NA,NA
"4989","D2_3HCD3CD28_05_Cell_CP_21_TNF",NA,NA
"4990","D2_3HCD3CD28_05_Cell_CP_22_TNF",2,2
"4991","D2_3HCD3CD28_05_Cell_CP_23_TNF",NA,NA
"4992","D2_3HCD3CD28_05_Cell_CP_25_TNF",NA,NA
"4993","D2_3HCD3CD28_05_Cell_CP_26_TNF",NA,NA
"4994","D2_3HCD3CD28_05_Cell_CP_28_TNF",NA,NA
"4995","D2_3HCD3CD28_05_Cell_CP_29_TNF",NA,NA
"4996","D2_3HCD3CD28_05_Cell_CP_30_TNF",NA,NA
"4997","D2_3HCD3CD28_05_Cell_CP_31_TNF",NA,NA
"4998","D2_3HCD3CD28_05_Cell_CP_32_TNF",NA,NA
"4999","D2_3HCD3CD28_05_Cell_CP_33_TNF",NA,NA
"5000","D2_3HCD3CD28_05_Cell_CP_34_TNF",NA,NA
"5001","D2_3HCD3CD28_05_Cell_CP_35_TNF",NA,NA
"5002","D2_3HCD3CD28_05_Cell_CP_36_TNF",NA,NA
"5003","D2_3HCD3CD28_05_Cell_CP_37_TNF",NA,NA
"5004","D2_3HCD3CD28_05_Cell_CP_38_TNF",NA,NA
"5005","D2_3HCD3CD28_05_Cell_CP_39_TNF",NA,NA
"5006","D2_3HCD3CD28_05_Cell_CP_4_TNF",NA,NA
"5007","D2_3HCD3CD28_05_Cell_CP_40_TNF",NA,NA
"5008","D2_3HCD3CD28_05_Cell_CP_41_TNF",NA,NA
"5009","D2_3HCD3CD28_05_Cell_CP_42_TNF",NA,NA
"5010","D2_3HCD3CD28_05_Cell_CP_43_TNF",NA,NA
"5011","D2_3HCD3CD28_05_Cell_CP_44_TNF",NA,NA
"5012","D2_3HCD3CD28_05_Cell_CP_45_TNF",NA,NA
"5013","D2_3HCD3CD28_05_Cell_CP_46_TNF",3,4
"5014","D2_3HCD3CD28_05_Cell_CP_47_TNF",NA,NA
"5015","D2_3HCD3CD28_05_Cell_CP_48_TNF",NA,NA
"5016","D2_3HCD3CD28_05_Cell_CP_49_TNF",NA,NA
"5017","D2_3HCD3CD28_05_Cell_CP_5_TNF",NA,NA
"5018","D2_3HCD3CD28_05_Cell_CP_50_TNF",NA,NA
"5019","D2_3HCD3CD28_05_Cell_CP_51_TNF",NA,NA
"5020","D2_3HCD3CD28_05_Cell_CP_52_TNF",NA,NA
"5021","D2_3HCD3CD28_05_Cell_CP_53_TNF",NA,NA
"5022","D2_3HCD3CD28_05_Cell_CP_54_TNF",NA,NA
"5023","D2_3HCD3CD28_05_Cell_CP_56_TNF",NA,NA
"5024","D2_3HCD3CD28_05_Cell_CP_57_TNF",3,NA
"5025","D2_3HCD3CD28_05_Cell_CP_58_TNF",NA,NA
"5026","D2_3HCD3CD28_05_Cell_CP_59_TNF",NA,NA
"5027","D2_3HCD3CD28_05_Cell_CP_6_TNF",NA,NA
"5028","D2_3HCD3CD28_05_Cell_CP_60_TNF",NA,NA
"5029","D2_3HCD3CD28_05_Cell_CP_61_TNF",NA,NA
"5030","D2_3HCD3CD28_05_Cell_CP_62_TNF",NA,NA
"5031","D2_3HCD3CD28_05_Cell_CP_63_TNF",NA,NA
"5032","D2_3HCD3CD28_05_Cell_CP_64_TNF",3,NA
"5033","D2_3HCD3CD28_05_Cell_CP_65_TNF",NA,NA
"5034","D2_3HCD3CD28_05_Cell_CP_66_TNF",6,3
"5035","D2_3HCD3CD28_05_Cell_CP_67_TNF",NA,NA
"5036","D2_3HCD3CD28_05_Cell_CP_69_TNF",NA,NA
"5037","D2_3HCD3CD28_05_Cell_CP_7_TNF",NA,NA
"5038","D2_3HCD3CD28_05_Cell_CP_70_TNF",NA,NA
"5039","D2_3HCD3CD28_05_Cell_CP_71_TNF",NA,NA
"5040","D2_3HCD3CD28_05_Cell_CP_72_TNF",NA,NA
"5041","D2_3HCD3CD28_05_Cell_CP_73_TNF",NA,NA
"5042","D2_3HCD3CD28_05_Cell_CP_74_TNF",NA,NA
"5043","D2_3HCD3CD28_05_Cell_CP_75_TNF",NA,NA
"5044","D2_3HCD3CD28_05_Cell_CP_76_TNF",NA,NA
"5045","D2_3HCD3CD28_05_Cell_CP_77_TNF",NA,NA
"5046","D2_3HCD3CD28_05_Cell_CP_78_TNF",NA,NA
"5047","D2_3HCD3CD28_05_Cell_CP_79_TNF",NA,NA
"5048","D2_3HCD3CD28_05_Cell_CP_8_TNF",NA,NA
"5049","D2_3HCD3CD28_05_Cell_CP_80_TNF",NA,NA
"5050","D2_3HCD3CD28_05_Cell_CP_81_TNF",NA,NA
"5051","D2_3HCD3CD28_05_Cell_CP_82_TNF",NA,NA
"5052","D2_3HCD3CD28_05_Cell_CP_83_TNF",3,3
"5053","D2_3HCD3CD28_05_Cell_CP_84_TNF",NA,NA
"5054","D2_3HCD3CD28_05_Cell_CP_85_TNF",NA,NA
"5055","D2_3HCD3CD28_05_Cell_CP_86_TNF",NA,NA
"5056","D2_3HCD3CD28_05_Cell_CP_87_TNF",NA,NA
"5057","D2_3HCD3CD28_05_Cell_CP_88_TNF",NA,NA
"5058","D2_3HCD3CD28_05_Cell_CP_89_TNF",2,3
"5059","D2_3HCD3CD28_05_Cell_CP_9_TNF",NA,NA
"5060","D2_3HCD3CD28_05_Cell_CP_90_TNF",NA,NA
"5061","D2_3HCD3CD28_05_Cell_CP_92_TNF",2,NA
"5062","D2_3HCD3CD28_05_Cell_CP_93_TNF",NA,NA
"5063","D2_3HCD3CD28_05_Cell_CP_94_TNF",NA,NA
"5064","D2_3HCD3CD28_05_Cell_CP_95_TNF",NA,NA
"5065","D2_3HCD3CD28_05_Cell_CP_96_TNF",NA,NA
"5066","D2_3HCD3CD28_05_Cell_CP_97_TNF",NA,NA
"5067","D2_3HCD3CD28_05_Cell_CP_98_TNF",NA,NA
"5068","D2_3HCD3CD28_05_Cell_CP_99_TNF",NA,NA
"5069","D2_3HCD3CD28_06_Cell_CP_10_TNF",NA,NA
"5070","D2_3HCD3CD28_06_Cell_CP_100_TNF",NA,NA
"5071","D2_3HCD3CD28_06_Cell_CP_101_TNF",NA,NA
"5072","D2_3HCD3CD28_06_Cell_CP_102_TNF",NA,NA
"5073","D2_3HCD3CD28_06_Cell_CP_103_TNF",NA,NA
"5074","D2_3HCD3CD28_06_Cell_CP_104_TNF",NA,NA
"5075","D2_3HCD3CD28_06_Cell_CP_105_TNF",NA,NA
"5076","D2_3HCD3CD28_06_Cell_CP_107_TNF",NA,NA
"5077","D2_3HCD3CD28_06_Cell_CP_109_TNF",NA,NA
"5078","D2_3HCD3CD28_06_Cell_CP_11_TNF",NA,NA
"5079","D2_3HCD3CD28_06_Cell_CP_110_TNF",NA,NA
"5080","D2_3HCD3CD28_06_Cell_CP_111_TNF",NA,NA
"5081","D2_3HCD3CD28_06_Cell_CP_112_TNF",NA,NA
"5082","D2_3HCD3CD28_06_Cell_CP_113_TNF",NA,NA
"5083","D2_3HCD3CD28_06_Cell_CP_114_TNF",NA,NA
"5084","D2_3HCD3CD28_06_Cell_CP_115_TNF",NA,NA
"5085","D2_3HCD3CD28_06_Cell_CP_116_TNF",NA,NA
"5086","D2_3HCD3CD28_06_Cell_CP_117_TNF",NA,NA
"5087","D2_3HCD3CD28_06_Cell_CP_118_TNF",NA,NA
"5088","D2_3HCD3CD28_06_Cell_CP_119_TNF",NA,NA
"5089","D2_3HCD3CD28_06_Cell_CP_12_TNF",NA,NA
"5090","D2_3HCD3CD28_06_Cell_CP_120_TNF",NA,NA
"5091","D2_3HCD3CD28_06_Cell_CP_121_TNF",2,2
"5092","D2_3HCD3CD28_06_Cell_CP_123_TNF",NA,NA
"5093","D2_3HCD3CD28_06_Cell_CP_124_TNF",NA,NA
"5094","D2_3HCD3CD28_06_Cell_CP_125_TNF",NA,NA
"5095","D2_3HCD3CD28_06_Cell_CP_126_TNF",NA,NA
"5096","D2_3HCD3CD28_06_Cell_CP_127_TNF",NA,NA
"5097","D2_3HCD3CD28_06_Cell_CP_13_TNF",NA,NA
"5098","D2_3HCD3CD28_06_Cell_CP_14_TNF",NA,NA
"5099","D2_3HCD3CD28_06_Cell_CP_15_TNF",NA,NA
"5100","D2_3HCD3CD28_06_Cell_CP_16_TNF",NA,NA
"5101","D2_3HCD3CD28_06_Cell_CP_17_TNF",NA,NA
"5102","D2_3HCD3CD28_06_Cell_CP_18_TNF",NA,NA
"5103","D2_3HCD3CD28_06_Cell_CP_19_TNF",NA,NA
"5104","D2_3HCD3CD28_06_Cell_CP_20_TNF",NA,NA
"5105","D2_3HCD3CD28_06_Cell_CP_21_TNF",NA,NA
"5106","D2_3HCD3CD28_06_Cell_CP_22_TNF",NA,NA
"5107","D2_3HCD3CD28_06_Cell_CP_23_TNF",3,NA
"5108","D2_3HCD3CD28_06_Cell_CP_24_TNF",NA,NA
"5109","D2_3HCD3CD28_06_Cell_CP_25_TNF",NA,NA
"5110","D2_3HCD3CD28_06_Cell_CP_26_TNF",NA,NA
"5111","D2_3HCD3CD28_06_Cell_CP_27_TNF",NA,NA
"5112","D2_3HCD3CD28_06_Cell_CP_28_TNF",NA,NA
"5113","D2_3HCD3CD28_06_Cell_CP_29_TNF",NA,NA
"5114","D2_3HCD3CD28_06_Cell_CP_30_TNF",NA,NA
"5115","D2_3HCD3CD28_06_Cell_CP_31_TNF",NA,NA
"5116","D2_3HCD3CD28_06_Cell_CP_32_TNF",NA,NA
"5117","D2_3HCD3CD28_06_Cell_CP_33_TNF",NA,NA
"5118","D2_3HCD3CD28_06_Cell_CP_34_TNF",NA,NA
"5119","D2_3HCD3CD28_06_Cell_CP_35_TNF",NA,NA
"5120","D2_3HCD3CD28_06_Cell_CP_36_TNF",NA,NA
"5121","D2_3HCD3CD28_06_Cell_CP_37_TNF",23,11
"5122","D2_3HCD3CD28_06_Cell_CP_38_TNF",NA,NA
"5123","D2_3HCD3CD28_06_Cell_CP_39_TNF",NA,NA
"5124","D2_3HCD3CD28_06_Cell_CP_41_TNF",NA,NA
"5125","D2_3HCD3CD28_06_Cell_CP_42_TNF",NA,NA
"5126","D2_3HCD3CD28_06_Cell_CP_43_TNF",NA,NA
"5127","D2_3HCD3CD28_06_Cell_CP_44_TNF",NA,NA
"5128","D2_3HCD3CD28_06_Cell_CP_45_TNF",NA,NA
"5129","D2_3HCD3CD28_06_Cell_CP_48_TNF",NA,NA
"5130","D2_3HCD3CD28_06_Cell_CP_49_TNF",7,4
"5131","D2_3HCD3CD28_06_Cell_CP_5_TNF",NA,NA
"5132","D2_3HCD3CD28_06_Cell_CP_50_TNF",NA,NA
"5133","D2_3HCD3CD28_06_Cell_CP_51_TNF",NA,NA
"5134","D2_3HCD3CD28_06_Cell_CP_53_TNF",NA,NA
"5135","D2_3HCD3CD28_06_Cell_CP_54_TNF",NA,NA
"5136","D2_3HCD3CD28_06_Cell_CP_55_TNF",NA,NA
"5137","D2_3HCD3CD28_06_Cell_CP_56_TNF",NA,NA
"5138","D2_3HCD3CD28_06_Cell_CP_57_TNF",NA,NA
"5139","D2_3HCD3CD28_06_Cell_CP_58_TNF",NA,NA
"5140","D2_3HCD3CD28_06_Cell_CP_59_TNF",NA,NA
"5141","D2_3HCD3CD28_06_Cell_CP_6_TNF",NA,NA
"5142","D2_3HCD3CD28_06_Cell_CP_60_TNF",NA,NA
"5143","D2_3HCD3CD28_06_Cell_CP_61_TNF",NA,NA
"5144","D2_3HCD3CD28_06_Cell_CP_62_TNF",NA,NA
"5145","D2_3HCD3CD28_06_Cell_CP_65_TNF",NA,NA
"5146","D2_3HCD3CD28_06_Cell_CP_66_TNF",NA,NA
"5147","D2_3HCD3CD28_06_Cell_CP_67_TNF",2,2
"5148","D2_3HCD3CD28_06_Cell_CP_69_TNF",NA,NA
"5149","D2_3HCD3CD28_06_Cell_CP_7_TNF",NA,NA
"5150","D2_3HCD3CD28_06_Cell_CP_70_TNF",NA,NA
"5151","D2_3HCD3CD28_06_Cell_CP_71_TNF",NA,NA
"5152","D2_3HCD3CD28_06_Cell_CP_72_TNF",NA,NA
"5153","D2_3HCD3CD28_06_Cell_CP_73_TNF",NA,NA
"5154","D2_3HCD3CD28_06_Cell_CP_74_TNF",NA,NA
"5155","D2_3HCD3CD28_06_Cell_CP_75_TNF",2,2
"5156","D2_3HCD3CD28_06_Cell_CP_77_TNF",NA,NA
"5157","D2_3HCD3CD28_06_Cell_CP_78_TNF",NA,NA
"5158","D2_3HCD3CD28_06_Cell_CP_79_TNF",NA,NA
"5159","D2_3HCD3CD28_06_Cell_CP_8_TNF",NA,NA
"5160","D2_3HCD3CD28_06_Cell_CP_80_TNF",NA,NA
"5161","D2_3HCD3CD28_06_Cell_CP_81_TNF",NA,NA
"5162","D2_3HCD3CD28_06_Cell_CP_82_TNF",NA,NA
"5163","D2_3HCD3CD28_06_Cell_CP_83_TNF",NA,NA
"5164","D2_3HCD3CD28_06_Cell_CP_84_TNF",NA,NA
"5165","D2_3HCD3CD28_06_Cell_CP_85_TNF",NA,NA
"5166","D2_3HCD3CD28_06_Cell_CP_86_TNF",NA,NA
"5167","D2_3HCD3CD28_06_Cell_CP_87_TNF",NA,NA
"5168","D2_3HCD3CD28_06_Cell_CP_88_TNF",NA,NA
"5169","D2_3HCD3CD28_06_Cell_CP_89_TNF",NA,NA
"5170","D2_3HCD3CD28_06_Cell_CP_9_TNF",NA,NA
"5171","D2_3HCD3CD28_06_Cell_CP_90_TNF",NA,NA
"5172","D2_3HCD3CD28_06_Cell_CP_91_TNF",NA,NA
"5173","D2_3HCD3CD28_06_Cell_CP_92_TNF",NA,NA
"5174","D2_3HCD3CD28_06_Cell_CP_93_TNF",NA,NA
"5175","D2_3HCD3CD28_06_Cell_CP_95_TNF",NA,NA
"5176","D2_3HCD3CD28_06_Cell_CP_96_TNF",NA,NA
"5177","D2_3HCD3CD28_06_Cell_CP_97_TNF",NA,NA
"5178","D2_3HCD3CD28_06_Cell_CP_98_TNF",NA,NA
"5179","D2_3HCD3CD28_06_Cell_CP_99_TNF",NA,NA
"5180","D2_3HCD3CD28_07_Cell_CP_10_TNF",NA,NA
"5181","D2_3HCD3CD28_07_Cell_CP_11_TNF",NA,NA
"5182","D2_3HCD3CD28_07_Cell_CP_14_TNF",NA,NA
"5183","D2_3HCD3CD28_07_Cell_CP_15_TNF",NA,NA
"5184","D2_3HCD3CD28_07_Cell_CP_16_TNF",NA,NA
"5185","D2_3HCD3CD28_07_Cell_CP_17_TNF",NA,NA
"5186","D2_3HCD3CD28_07_Cell_CP_18_TNF",NA,NA
"5187","D2_3HCD3CD28_07_Cell_CP_19_TNF",2,3
"5188","D2_3HCD3CD28_07_Cell_CP_20_TNF",NA,NA
"5189","D2_3HCD3CD28_07_Cell_CP_22_TNF",NA,NA
"5190","D2_3HCD3CD28_07_Cell_CP_24_TNF",NA,NA
"5191","D2_3HCD3CD28_07_Cell_CP_25_TNF",NA,NA
"5192","D2_3HCD3CD28_07_Cell_CP_26_TNF",NA,NA
"5193","D2_3HCD3CD28_07_Cell_CP_28_TNF",NA,NA
"5194","D2_3HCD3CD28_07_Cell_CP_29_TNF",NA,NA
"5195","D2_3HCD3CD28_07_Cell_CP_30_TNF",NA,NA
"5196","D2_3HCD3CD28_07_Cell_CP_31_TNF",NA,NA
"5197","D2_3HCD3CD28_07_Cell_CP_32_TNF",NA,NA
"5198","D2_3HCD3CD28_07_Cell_CP_33_TNF",NA,NA
"5199","D2_3HCD3CD28_07_Cell_CP_35_TNF",NA,NA
"5200","D2_3HCD3CD28_07_Cell_CP_36_TNF",NA,NA
"5201","D2_3HCD3CD28_07_Cell_CP_37_TNF",NA,NA
"5202","D2_3HCD3CD28_07_Cell_CP_39_TNF",4,NA
"5203","D2_3HCD3CD28_07_Cell_CP_40_TNF",NA,NA
"5204","D2_3HCD3CD28_07_Cell_CP_41_TNF",NA,NA
"5205","D2_3HCD3CD28_07_Cell_CP_42_TNF",NA,NA
"5206","D2_3HCD3CD28_07_Cell_CP_43_TNF",NA,NA
"5207","D2_3HCD3CD28_07_Cell_CP_45_TNF",NA,NA
"5208","D2_3HCD3CD28_07_Cell_CP_47_TNF",NA,NA
"5209","D2_3HCD3CD28_07_Cell_CP_48_TNF",NA,NA
"5210","D2_3HCD3CD28_07_Cell_CP_49_TNF",NA,NA
"5211","D2_3HCD3CD28_07_Cell_CP_5_TNF",NA,NA
"5212","D2_3HCD3CD28_07_Cell_CP_50_TNF",NA,NA
"5213","D2_3HCD3CD28_07_Cell_CP_51_TNF",NA,NA
"5214","D2_3HCD3CD28_07_Cell_CP_52_TNF",NA,NA
"5215","D2_3HCD3CD28_07_Cell_CP_53_TNF",NA,NA
"5216","D2_3HCD3CD28_07_Cell_CP_56_TNF",NA,NA
"5217","D2_3HCD3CD28_07_Cell_CP_57_TNF",NA,NA
"5218","D2_3HCD3CD28_07_Cell_CP_59_TNF",NA,NA
"5219","D2_3HCD3CD28_07_Cell_CP_6_TNF",NA,NA
"5220","D2_3HCD3CD28_07_Cell_CP_60_TNF",NA,NA
"5221","D2_3HCD3CD28_07_Cell_CP_61_TNF",NA,NA
"5222","D2_3HCD3CD28_07_Cell_CP_62_TNF",NA,NA
"5223","D2_3HCD3CD28_07_Cell_CP_64_TNF",NA,NA
"5224","D2_3HCD3CD28_07_Cell_CP_65_TNF",3,NA
"5225","D2_3HCD3CD28_07_Cell_CP_66_TNF",NA,NA
"5226","D2_3HCD3CD28_07_Cell_CP_67_TNF",NA,NA
"5227","D2_3HCD3CD28_07_Cell_CP_68_TNF",NA,NA
"5228","D2_3HCD3CD28_07_Cell_CP_69_TNF",NA,NA
"5229","D2_3HCD3CD28_07_Cell_CP_7_TNF",NA,NA
"5230","D2_3HCD3CD28_07_Cell_CP_70_TNF",NA,NA
"5231","D2_3HCD3CD28_07_Cell_CP_71_TNF",NA,NA
"5232","D2_3HCD3CD28_07_Cell_CP_72_TNF",NA,NA
"5233","D2_3HCD3CD28_07_Cell_CP_73_TNF",NA,NA
"5234","D2_3HCD3CD28_07_Cell_CP_74_TNF",NA,NA
"5235","D2_3HCD3CD28_07_Cell_CP_75_TNF",NA,NA
"5236","D2_3HCD3CD28_07_Cell_CP_76_TNF",NA,NA
"5237","D2_3HCD3CD28_07_Cell_CP_77_TNF",NA,NA
"5238","D2_3HCD3CD28_07_Cell_CP_78_TNF",NA,NA
"5239","D2_3HCD3CD28_07_Cell_CP_79_TNF",NA,NA
"5240","D2_3HCD3CD28_07_Cell_CP_8_TNF",NA,NA
"5241","D2_3HCD3CD28_07_Cell_CP_80_TNF",NA,NA
"5242","D2_3HCD3CD28_07_Cell_CP_81_TNF",NA,NA
"5243","D2_3HCD3CD28_07_Cell_CP_82_TNF",NA,NA
"5244","D2_3HCD3CD28_07_Cell_CP_83_TNF",NA,NA
"5245","D2_3HCD3CD28_07_Cell_CP_84_TNF",3,NA
"5246","D2_3HCD3CD28_07_Cell_CP_85_TNF",NA,NA
"5247","D2_3HCD3CD28_07_Cell_CP_86_TNF",NA,NA
"5248","D2_3HCD3CD28_07_Cell_CP_88_TNF",5,NA
"5249","D2_3HCD3CD28_07_Cell_CP_89_TNF",NA,NA
"5250","D2_3HCD3CD28_07_Cell_CP_9_TNF",NA,NA
"5251","D2_3HCD3CD28_07_Cell_CP_90_TNF",NA,NA
"5252","D2_3HCD3CD28_07_Cell_CP_91_TNF",NA,NA
"5253","D2_3HCD3CD28_07_Cell_CP_92_TNF",NA,NA
"5254","D2_3HCD3CD28_07_Cell_CP_93_TNF",NA,NA
"5255","D2_3HCD3CD28_07_Cell_CP_95_TNF",NA,NA
"5256","D2_3HCD3CD28_07_Cell_CP_96_TNF",NA,NA
"5257","D2_3HCD3CD28_07_Cell_CP_98_TNF",NA,NA
"5258","D2_3HCD3CD28_07_Cell_CP_99_TNF",NA,NA
"5259","D2_4HCD3CD28_01_Cell_CP_10_TNF",NA,NA
"5260","D2_4HCD3CD28_01_Cell_CP_11_TNF",NA,NA
"5261","D2_4HCD3CD28_01_Cell_CP_12_TNF",NA,NA
"5262","D2_4HCD3CD28_01_Cell_CP_13_TNF",NA,NA
"5263","D2_4HCD3CD28_01_Cell_CP_15_TNF",NA,NA
"5264","D2_4HCD3CD28_01_Cell_CP_16_TNF",NA,NA
"5265","D2_4HCD3CD28_01_Cell_CP_17_TNF",NA,NA
"5266","D2_4HCD3CD28_01_Cell_CP_18_TNF",NA,NA
"5267","D2_4HCD3CD28_01_Cell_CP_19_TNF",NA,NA
"5268","D2_4HCD3CD28_01_Cell_CP_20_TNF",NA,NA
"5269","D2_4HCD3CD28_01_Cell_CP_21_TNF",NA,NA
"5270","D2_4HCD3CD28_01_Cell_CP_22_TNF",NA,NA
"5271","D2_4HCD3CD28_01_Cell_CP_23_TNF",NA,NA
"5272","D2_4HCD3CD28_01_Cell_CP_25_TNF",NA,NA
"5273","D2_4HCD3CD28_01_Cell_CP_27_TNF",NA,NA
"5274","D2_4HCD3CD28_01_Cell_CP_28_TNF",NA,NA
"5275","D2_4HCD3CD28_01_Cell_CP_29_TNF",NA,NA
"5276","D2_4HCD3CD28_01_Cell_CP_32_TNF",NA,NA
"5277","D2_4HCD3CD28_01_Cell_CP_33_TNF",NA,NA
"5278","D2_4HCD3CD28_01_Cell_CP_35_TNF",NA,NA
"5279","D2_4HCD3CD28_01_Cell_CP_36_TNF",NA,NA
"5280","D2_4HCD3CD28_01_Cell_CP_37_TNF",NA,NA
"5281","D2_4HCD3CD28_01_Cell_CP_38_TNF",NA,NA
"5282","D2_4HCD3CD28_01_Cell_CP_39_TNF",NA,NA
"5283","D2_4HCD3CD28_01_Cell_CP_4_TNF",NA,NA
"5284","D2_4HCD3CD28_01_Cell_CP_40_TNF",NA,NA
"5285","D2_4HCD3CD28_01_Cell_CP_41_TNF",NA,NA
"5286","D2_4HCD3CD28_01_Cell_CP_42_TNF",NA,NA
"5287","D2_4HCD3CD28_01_Cell_CP_43_TNF",NA,NA
"5288","D2_4HCD3CD28_01_Cell_CP_44_TNF",NA,NA
"5289","D2_4HCD3CD28_01_Cell_CP_46_TNF",NA,NA
"5290","D2_4HCD3CD28_01_Cell_CP_47_TNF",NA,NA
"5291","D2_4HCD3CD28_01_Cell_CP_48_TNF",NA,NA
"5292","D2_4HCD3CD28_01_Cell_CP_49_TNF",NA,NA
"5293","D2_4HCD3CD28_01_Cell_CP_5_TNF",NA,NA
"5294","D2_4HCD3CD28_01_Cell_CP_51_TNF",NA,NA
"5295","D2_4HCD3CD28_01_Cell_CP_52_TNF",NA,NA
"5296","D2_4HCD3CD28_01_Cell_CP_53_TNF",NA,NA
"5297","D2_4HCD3CD28_01_Cell_CP_54_TNF",NA,NA
"5298","D2_4HCD3CD28_01_Cell_CP_55_TNF",NA,NA
"5299","D2_4HCD3CD28_01_Cell_CP_6_TNF",NA,NA
"5300","D2_4HCD3CD28_01_Cell_CP_8_TNF",NA,NA
"5301","D2_4HCD3CD28_01_Cell_CP_9_TNF",NA,NA
"5302","D2_4HCD3CD28_02_Cell_CP_13_TNF",NA,NA
"5303","D2_4HCD3CD28_02_Cell_CP_14_TNF",NA,NA
"5304","D2_4HCD3CD28_02_Cell_CP_15_TNF",NA,NA
"5305","D2_4HCD3CD28_02_Cell_CP_16_TNF",NA,NA
"5306","D2_4HCD3CD28_02_Cell_CP_17_TNF",NA,NA
"5307","D2_4HCD3CD28_02_Cell_CP_18_TNF",NA,NA
